"","parameter","location","x.NAs","x.count","x.quant.0%","x.quant.25%","x.quant.50%","x.quant.75%","x.quant.100%"
"357","Malathion","MH5171",1.000000e+00,2.800000e+01,7.659326e-07,6.428760e-06,1.227533e-05,3.156687e-05,3.389798e-04
"358","Mecoprop","MH5171",1.000000e+00,2.800000e+01,4.350593e-06,1.601325e-05,4.380156e-05,8.891209e-05,5.245046e-04
"359","Mercury","MH5171",0.000000e+00,1.000000e+00,4.350593e-06,4.350593e-06,4.350593e-06,4.350593e-06,4.350593e-06
"360","Mercury dissolved","MH5171",0.000000e+00,1.000000e+00,4.350593e-06,4.350593e-06,4.350593e-06,4.350593e-06,4.350593e-06
"361","Naphthalene","MH5171",1.000000e+00,2.800000e+01,9.912069e-07,1.506817e-05,2.359737e-05,4.085311e-05,8.474496e-04
"362","Nitrite-Nitrate dissolved","MH5171",1.000000e+00,2.800000e+01,3.575475e-02,8.617677e-02,1.392195e-01,2.838288e-01,5.263493e-01
"363","Pentachlorophenol","MH5171",1.000000e+00,2.800000e+01,3.153840e-06,9.984674e-06,1.559553e-05,3.309113e-05,1.694899e-04
"364","Phenanthrene","MH5171",1.000000e+00,2.800000e+01,9.912069e-07,1.116991e-05,1.935405e-05,5.778297e-05,8.474496e-04
"365","Prometon","MH5171",1.000000e+00,2.800000e+01,8.207483e-07,2.851658e-06,7.699964e-06,2.159121e-05,1.626375e-04
"366","Pyrene","MH5171",1.000000e+00,2.800000e+01,8.560423e-07,1.176182e-05,2.111350e-05,7.972693e-05,8.474496e-04
"367","Surfactants","MH5171",1.000000e+00,2.800000e+01,6.442845e-03,2.461902e-02,3.472925e-02,4.734106e-02,1.847440e-01
"368","Total Benzofluoranthenes","MH5171",1.000000e+00,2.800000e+01,1.081317e-06,9.894275e-06,1.840712e-05,6.271308e-05,8.474496e-04
"369","Total Kjeldahl Nitrogen","MH5171",1.000000e+00,2.800000e+01,5.472165e-02,3.478193e-01,5.894187e-01,9.581167e-01,7.111564e+00
"370","Total PAH","MH5171",1.000000e+00,2.800000e+01,1.396701e-06,2.460196e-05,8.055439e-05,2.555407e-04,8.474496e-04
"371","Total Phosphorus","MH5171",1.000000e+00,2.800000e+01,1.031756e-02,4.283009e-02,5.982314e-02,1.207904e-01,4.089540e-01
"372","Total Phosphorus dissolved","MH5171",1.000000e+00,2.800000e+01,2.478017e-03,1.204348e-02,1.986963e-02,4.588368e-02,1.358567e-01
"373","Total Phthalate","MH5171",1.000000e+00,2.800000e+01,8.199985e-05,3.404144e-04,5.781355e-04,1.105070e-03,3.409280e-03
"374","Total Suspended Solids","MH5171",1.000000e+00,2.800000e+01,1.229998e+00,6.360422e+00,1.258410e+01,2.900402e+01,1.875294e+02
"375","Total TPHDx","MH5171",4.000000e+00,1.800000e+01,2.503085e-02,1.247736e-01,3.923360e-01,5.424542e-01,1.754099e+00
"376","Triclopyr","MH5171",1.000000e+00,2.800000e+01,4.350593e-06,2.141478e-05,4.380156e-05,1.358442e-04,6.940013e-04
"377","Zinc","MH5171",1.000000e+00,2.800000e+01,3.151673e-02,7.436286e-02,1.107226e-01,2.066698e-01,6.818560e-01
"378","Zinc dissolved","MH5171",1.000000e+00,2.800000e+01,2.623243e-02,5.034294e-02,8.107182e-02,1.291068e-01,4.784118e-01
"379","1-Methylnaphthalene","PIECOMM_OUT",1.000000e+00,2.200000e+01,1.132544e-05,2.644860e-05,3.679028e-05,6.388934e-05,1.202271e-04
"380","2-Methylnaphthalene","PIECOMM_OUT",1.000000e+00,2.200000e+01,1.132544e-05,2.644860e-05,3.679028e-05,6.388934e-05,1.202271e-04
"381","2,4-D","PIECOMM_OUT",7.000000e+00,2.800000e+01,9.060354e-06,2.138769e-05,3.576979e-05,6.027750e-05,9.618165e-05
"382","Acenaphthene","PIECOMM_OUT",1.000000e+00,2.200000e+01,1.132544e-05,2.644860e-05,3.679028e-05,6.388934e-05,1.202271e-04
"383","Acenaphthylene","PIECOMM_OUT",1.000000e+00,2.200000e+01,1.132544e-05,2.644860e-05,3.679028e-05,6.388934e-05,1.202271e-04
"384","Anthracene","PIECOMM_OUT",1.000000e+00,2.200000e+01,1.132544e-05,2.644860e-05,3.679028e-05,6.416235e-05,1.202271e-04
"385","Benz(a)anthracene","PIECOMM_OUT",1.000000e+00,2.200000e+01,1.132544e-05,2.644860e-05,3.679028e-05,6.388934e-05,1.202271e-04
"386","Benzo(a)pyrene","PIECOMM_OUT",1.000000e+00,2.200000e+01,1.132544e-05,2.644860e-05,3.679028e-05,6.388934e-05,1.202271e-04
"387","Benzo(b)fluoranthene","PIECOMM_OUT",1.000000e+00,2.200000e+01,1.258099e-05,2.591623e-05,3.679028e-05,6.416235e-05,1.202271e-04
"388","Benzo(g,h,i)perylene","PIECOMM_OUT",1.000000e+00,2.200000e+01,1.177846e-05,2.644860e-05,3.679028e-05,6.416235e-05,1.202271e-04
"389","Benzo(k)fluoranthene","PIECOMM_OUT",1.000000e+00,2.200000e+01,1.132544e-05,2.644860e-05,3.679028e-05,6.388934e-05,1.202271e-04
"390","Bis(2-ethylhexyl) phthalate","PIECOMM_OUT",1.000000e+00,2.200000e+01,4.471224e-04,9.995089e-04,1.958486e-03,3.878180e-03,2.356450e-02
"391","Butyl benzyl phthalate","PIECOMM_OUT",1.000000e+00,2.200000e+01,1.132544e-04,2.644860e-04,3.679028e-04,6.416235e-04,1.202271e-03
"392","Cadmium","PIECOMM_OUT",1.000000e+00,2.200000e+01,1.635529e-05,4.360919e-05,5.365469e-05,8.228932e-05,7.388624e-04
"393","Cadmium dissolved","PIECOMM_OUT",1.000000e+00,2.200000e+01,8.806696e-06,2.115888e-05,3.127373e-05,4.809082e-05,3.662187e-04
"394","Chloride","PIECOMM_OUT",1.000000e+00,2.200000e+01,5.383351e-01,1.250949e+00,3.987144e+00,1.030128e+01,4.664921e+01
"395","Chlorpyrifos","PIECOMM_OUT",7.000000e+00,2.800000e+01,2.718106e-06,6.347664e-06,8.829667e-06,1.533344e-05,2.885449e-05
"396","Chrysene","PIECOMM_OUT",1.000000e+00,2.200000e+01,1.258099e-05,2.644860e-05,3.679028e-05,6.416235e-05,1.250361e-04
"397","Copper","PIECOMM_OUT",7.000000e+00,2.800000e+01,1.924892e-03,3.782150e-03,5.629272e-03,7.060132e-03,2.055883e-02
"398","Copper dissolved","PIECOMM_OUT",1.000000e+00,2.200000e+01,9.414455e-04,1.476024e-03,2.036527e-03,3.464767e-03,5.139912e-03
"399","CPAH","PIECOMM_OUT",1.000000e+00,2.200000e+01,1.258099e-05,2.644860e-05,3.679028e-05,6.416235e-05,2.593907e-04
"400","Di-N-Octyl Phthalate","PIECOMM_OUT",1.000000e+00,2.200000e+01,1.132544e-04,2.644860e-04,4.471224e-04,6.416235e-04,1.202271e-03
"401","Diazinon","PIECOMM_OUT",7.000000e+00,2.800000e+01,2.718106e-06,6.347664e-06,1.073094e-05,1.533344e-05,2.885449e-05
"402","Dibenzo(a,h)anthracene","PIECOMM_OUT",1.000000e+00,2.200000e+01,1.132544e-05,2.644860e-05,3.679028e-05,6.388934e-05,1.202271e-04
"403","Dibutyl phthalate","PIECOMM_OUT",1.000000e+00,2.200000e+01,1.258099e-04,2.644860e-04,3.679028e-04,6.416235e-04,1.202271e-03
"404","Dichlobenil","PIECOMM_OUT",7.000000e+00,2.800000e+01,4.306681e-06,1.418140e-05,2.256693e-05,5.643542e-05,4.280586e-04
"405","Diesel Range Organics","PIECOMM_OUT",9.000000e+00,2.000000e+01,1.258099e-02,2.850221e-02,3.679028e-02,6.339818e-02,1.322498e-01
"406","Diethyl phthalate","PIECOMM_OUT",1.000000e+00,2.200000e+01,1.132544e-04,2.644860e-04,3.679028e-04,6.388934e-04,1.202271e-03
"407","Dimethyl phthalate","PIECOMM_OUT",1.000000e+00,2.200000e+01,1.132544e-04,2.644860e-04,3.679028e-04,6.388934e-04,1.202271e-03
"408","Fluoranthene","PIECOMM_OUT",1.000000e+00,2.200000e+01,1.258099e-05,2.644860e-05,3.679028e-05,6.416235e-05,1.202271e-04
"409","Fluorene","PIECOMM_OUT",1.000000e+00,2.200000e+01,1.132544e-05,2.644860e-05,3.679028e-05,6.388934e-05,1.202271e-04
"410","Gasoline Range Organics","PIECOMM_OUT",9.000000e+00,2.000000e+01,6.290497e-03,1.425111e-02,1.839514e-02,3.169909e-02,6.011353e-02
"411","Hardness as CaCO3","PIECOMM_OUT",1.000000e+00,2.200000e+01,2.428132e+00,5.051683e+00,6.900049e+00,9.618165e+00,1.629724e+01
"412","Heavy Fuel Oil","PIECOMM_OUT",9.000000e+00,2.000000e+01,1.107128e-01,2.158142e-01,2.847784e-01,7.045503e-01,3.637730e+00
"413","HPAH","PIECOMM_OUT",1.000000e+00,2.200000e+01,1.258099e-05,3.013875e-05,5.556795e-05,7.204711e-05,6.446434e-04
"414","Indeno(1,2,3-cd)pyrene","PIECOMM_OUT",1.000000e+00,2.200000e+01,1.132544e-05,2.644860e-05,3.679028e-05,6.416235e-05,1.202271e-04
"415","Lead","PIECOMM_OUT",1.000000e+00,2.200000e+01,4.854862e-04,1.347409e-03,2.685604e-03,4.311960e-03,2.589465e-02
"416","Lead dissolved","PIECOMM_OUT",1.000000e+00,2.200000e+01,2.332460e-05,5.742241e-05,1.156480e-04,1.736605e-04,8.468988e-04
"417","LPAH","PIECOMM_OUT",1.000000e+00,2.200000e+01,1.258099e-05,2.894164e-05,4.471224e-05,8.031247e-05,2.306405e-04
"418","Malathion","PIECOMM_OUT",7.000000e+00,2.800000e+01,2.718106e-06,6.347664e-06,8.829667e-06,1.533344e-05,2.885449e-05
"419","Mecoprop","PIECOMM_OUT",7.000000e+00,2.800000e+01,9.060354e-06,2.115888e-05,2.943222e-05,5.111147e-05,9.618165e-05
"420","Mercury","PIECOMM_OUT",1.000000e+00,2.200000e+01,1.132544e-05,2.644860e-05,3.679028e-05,6.388934e-05,1.202271e-04
"421","Mercury dissolved","PIECOMM_OUT",1.000000e+00,2.200000e+01,1.132544e-05,2.644860e-05,3.679028e-05,6.388934e-05,1.202271e-04
"422","Naphthalene","PIECOMM_OUT",1.000000e+00,2.200000e+01,1.258099e-05,2.806279e-05,4.471224e-05,6.416235e-05,1.336377e-04
"423","Nitrite-Nitrate","PIECOMM_OUT",1.000000e+00,2.200000e+01,3.026991e-02,7.241460e-02,1.067919e-01,1.423980e-01,4.106390e-01
"424","Pentachlorophenol","PIECOMM_OUT",1.000000e+00,2.200000e+01,3.522678e-05,9.915648e-05,1.492940e-04,2.746560e-04,1.562952e-03
"425","Phenanthrene","PIECOMM_OUT",1.000000e+00,2.200000e+01,1.258099e-05,2.591623e-05,3.679028e-05,6.416235e-05,1.202271e-04
"426","Prometon","PIECOMM_OUT",7.000000e+00,2.800000e+01,2.718106e-06,6.347664e-06,8.829667e-06,1.533344e-05,2.885449e-05
"427","Pyrene","PIECOMM_OUT",1.000000e+00,2.200000e+01,1.258099e-05,2.806279e-05,5.410181e-05,6.416235e-05,1.878347e-04
"428","Surfactants","PIECOMM_OUT",1.000000e+00,2.200000e+01,1.122511e-02,2.644860e-02,5.111147e-02,9.140025e-02,1.991716e-01
"429","Total Benzofluoranthenes","PIECOMM_OUT",1.000000e+00,2.200000e+01,1.258099e-05,2.591623e-05,3.679028e-05,6.416235e-05,1.202271e-04
"430","Total Kjeldahl Nitrogen","PIECOMM_OUT",1.000000e+00,2.200000e+01,1.245799e-01,1.964395e-01,3.127373e-01,5.123587e-01,6.835104e-01
"431","Total PAH","PIECOMM_OUT",1.000000e+00,2.200000e+01,1.258099e-05,3.158233e-05,6.416235e-05,9.197570e-05,8.752840e-04
"432","Total Phosphorus","PIECOMM_OUT",8.000000e+00,5.000000e+01,4.403348e-03,1.044870e-02,1.952189e-02,3.276182e-02,1.828005e-01
"433","Total Phthalate","PIECOMM_OUT",1.000000e+00,2.200000e+01,4.471224e-04,9.995089e-04,1.996415e-03,3.878180e-03,2.356450e-02
"434","Total Suspended Solids","PIECOMM_OUT",7.000000e+00,2.800000e+01,3.648488e+00,6.167895e+00,1.045784e+01,2.076509e+01,1.919405e+02
"435","Total TPHDx","PIECOMM_OUT",9.000000e+00,2.000000e+01,1.107128e-01,2.158142e-01,2.847784e-01,7.045503e-01,3.637730e+00
"436","Triclopyr","PIECOMM_OUT",7.000000e+00,2.800000e+01,9.060354e-06,2.115888e-05,2.943222e-05,5.111147e-05,9.618165e-05
"437","Zinc","PIECOMM_OUT",1.000000e+00,2.200000e+01,6.541379e-03,1.293694e-02,2.589465e-02,3.396047e-02,9.057765e-02
"438","Zinc dissolved","PIECOMM_OUT",1.000000e+00,2.200000e+01,1.359581e-03,9.278009e-03,1.217882e-02,2.409763e-02,3.867609e-02
"439","1-Methylnaphthalene","PIEHIRES_OUT",0.000000e+00,8.000000e+00,3.405211e-05,8.850051e-05,1.469699e-04,2.457986e-04,6.659311e-04
"440","2-Methylnaphthalene","PIEHIRES_OUT",0.000000e+00,8.000000e+00,3.405211e-05,8.850051e-05,1.469699e-04,2.457986e-04,6.659311e-04
"441","2,4-D","PIEHIRES_OUT",7.000000e+00,1.500000e+01,2.724169e-05,9.551052e-05,2.086077e-04,2.685007e-04,5.593821e-04
"442","Acenaphthene","PIEHIRES_OUT",0.000000e+00,8.000000e+00,3.405211e-05,8.850051e-05,1.469699e-04,2.457986e-04,6.659311e-04
"443","Acenaphthylene","PIEHIRES_OUT",0.000000e+00,8.000000e+00,3.405211e-05,8.850051e-05,1.469699e-04,2.457986e-04,6.659311e-04
"444","Anthracene","PIEHIRES_OUT",0.000000e+00,8.000000e+00,3.405211e-05,8.850051e-05,1.469699e-04,2.457986e-04,6.659311e-04
"445","Benz(a)anthracene","PIEHIRES_OUT",0.000000e+00,8.000000e+00,3.405211e-05,8.850051e-05,1.469699e-04,2.457986e-04,6.659311e-04
"446","Benzo(a)pyrene","PIEHIRES_OUT",0.000000e+00,8.000000e+00,3.405211e-05,8.850051e-05,1.469699e-04,2.457986e-04,6.659311e-04
"447","Benzo(b)fluoranthene","PIEHIRES_OUT",0.000000e+00,8.000000e+00,3.405211e-05,8.850051e-05,1.469699e-04,2.457986e-04,6.659311e-04
"448","Benzo(g,h,i)perylene","PIEHIRES_OUT",0.000000e+00,8.000000e+00,3.405211e-05,8.850051e-05,1.469699e-04,2.457986e-04,6.659311e-04
"449","Benzo(k)fluoranthene","PIEHIRES_OUT",0.000000e+00,8.000000e+00,3.405211e-05,8.850051e-05,1.469699e-04,2.457986e-04,6.659311e-04
"450","Bis(2-ethylhexyl) phthalate","PIEHIRES_OUT",0.000000e+00,8.000000e+00,4.597035e-04,4.182875e-03,5.801841e-03,8.061708e-03,2.396586e-02
"451","Butyl benzyl phthalate","PIEHIRES_OUT",0.000000e+00,8.000000e+00,3.405211e-04,8.850051e-04,1.469699e-03,2.457986e-03,6.659311e-03
"452","Cadmium","PIEHIRES_OUT",0.000000e+00,8.000000e+00,1.362084e-05,6.985975e-05,1.473041e-04,2.220904e-04,9.972985e-04
"453","Cadmium dissolved","PIEHIRES_OUT",0.000000e+00,8.000000e+00,1.702605e-05,4.202951e-05,6.156829e-05,1.094087e-04,2.125390e-04
"454","Chloride","PIEHIRES_OUT",0.000000e+00,8.000000e+00,2.724169e+00,5.202270e+00,1.469699e+01,1.881819e+01,2.663724e+01
"455","Chlorpyrifos","PIEHIRES_OUT",7.000000e+00,1.500000e+01,8.172506e-06,2.124012e-05,3.527277e-05,5.899165e-05,1.598235e-04
"456","Chrysene","PIEHIRES_OUT",0.000000e+00,8.000000e+00,3.405211e-05,8.850051e-05,1.469699e-04,2.457986e-04,6.659311e-04
"457","Copper","PIEHIRES_OUT",7.000000e+00,1.500000e+01,4.426774e-04,2.501859e-03,3.024263e-03,5.737797e-03,1.731421e-02
"458","Copper dissolved","PIEHIRES_OUT",0.000000e+00,8.000000e+00,4.086253e-04,1.978045e-03,2.613618e-03,3.513722e-03,1.198676e-02
"459","CPAH","PIEHIRES_OUT",0.000000e+00,8.000000e+00,3.405211e-05,8.850051e-05,1.469699e-04,2.457986e-04,6.659311e-04
"460","Di-N-Octyl Phthalate","PIEHIRES_OUT",0.000000e+00,8.000000e+00,3.405211e-04,8.850051e-04,1.469699e-03,2.457986e-03,6.659311e-03
"461","Diazinon","PIEHIRES_OUT",7.000000e+00,1.500000e+01,8.172506e-06,2.124012e-05,3.527277e-05,5.899165e-05,1.598235e-04
"462","Dibenzo(a,h)anthracene","PIEHIRES_OUT",0.000000e+00,8.000000e+00,3.405211e-05,8.850051e-05,1.469699e-04,2.457986e-04,6.659311e-04
"463","Dibutyl phthalate","PIEHIRES_OUT",0.000000e+00,8.000000e+00,3.405211e-04,8.850051e-04,1.469699e-03,2.457986e-03,6.659311e-03
"464","Dichlobenil","PIEHIRES_OUT",7.000000e+00,1.500000e+01,1.362084e-05,5.775384e-05,7.591142e-05,1.530456e-04,4.794704e-04
"465","Diesel Range Organics","PIEHIRES_OUT",1.000000e+01,1.300000e+01,8.620811e-02,1.083281e-01,1.304482e-01,3.981896e-01,6.659311e-01
"466","Diethyl phthalate","PIEHIRES_OUT",0.000000e+00,8.000000e+00,3.405211e-04,8.850051e-04,1.469699e-03,2.457986e-03,6.659311e-03
"467","Dimethyl phthalate","PIEHIRES_OUT",0.000000e+00,8.000000e+00,3.405211e-04,8.850051e-04,1.469699e-03,2.457986e-03,6.659311e-03
"468","Fluoranthene","PIEHIRES_OUT",0.000000e+00,8.000000e+00,3.405211e-05,8.850051e-05,1.469699e-04,2.457986e-04,6.659311e-04
"469","Fluorene","PIEHIRES_OUT",0.000000e+00,8.000000e+00,3.405211e-05,8.850051e-05,1.469699e-04,2.457986e-04,6.659311e-04
"470","Gasoline Range Organics","PIEHIRES_OUT",1.000000e+01,1.300000e+01,4.310406e-02,5.416407e-02,6.522408e-02,1.990948e-01,3.329655e-01
"471","Hardness as CaCO3","PIEHIRES_OUT",0.000000e+00,8.000000e+00,1.750278e+01,3.784565e+01,6.394351e+01,8.030219e+01,2.244188e+02
"472","Heavy Fuel Oil","PIEHIRES_OUT",1.000000e+01,1.300000e+01,6.522408e-01,1.420963e+00,2.189686e+00,2.759671e+00,3.329655e+00
"473","HPAH","PIEHIRES_OUT",0.000000e+00,8.000000e+00,3.405211e-05,8.850051e-05,1.469699e-04,2.457986e-04,6.659311e-04
"474","Indeno(1,2,3-cd)pyrene","PIEHIRES_OUT",0.000000e+00,8.000000e+00,3.405211e-05,8.850051e-05,1.469699e-04,2.457986e-04,6.659311e-04
"475","Lead","PIEHIRES_OUT",0.000000e+00,8.000000e+00,4.767295e-05,4.104005e-04,5.622858e-04,9.408017e-04,3.795807e-03
"476","Lead dissolved","PIEHIRES_OUT",0.000000e+00,8.000000e+00,1.702605e-05,9.967422e-05,1.371431e-04,1.720590e-04,3.995586e-04
"477","LPAH","PIEHIRES_OUT",0.000000e+00,8.000000e+00,3.405211e-05,1.018431e-04,1.469699e-04,2.457986e-04,6.792497e-04
"478","Malathion","PIEHIRES_OUT",7.000000e+00,1.500000e+01,8.172506e-06,2.124012e-05,3.527277e-05,1.008456e-04,1.719781e-04
"479","Mecoprop","PIEHIRES_OUT",7.000000e+00,1.500000e+01,2.724169e-05,9.088495e-05,1.381683e-04,2.025358e-04,9.323035e-04
"480","Mercury","PIEHIRES_OUT",0.000000e+00,8.000000e+00,3.405211e-05,8.850051e-05,1.469699e-04,2.457986e-04,6.659311e-04
"481","Mercury dissolved","PIEHIRES_OUT",0.000000e+00,8.000000e+00,3.405211e-05,8.850051e-05,1.469699e-04,2.457986e-04,6.659311e-04
"482","Naphthalene","PIEHIRES_OUT",0.000000e+00,8.000000e+00,3.405211e-05,1.018431e-04,1.469699e-04,2.457986e-04,6.792497e-04
"483","Nitrite-Nitrate","PIEHIRES_OUT",0.000000e+00,8.000000e+00,1.535750e-01,4.839283e-01,9.631953e-01,1.107724e+00,1.731421e+00
"484","Pentachlorophenol","PIEHIRES_OUT",0.000000e+00,8.000000e+00,3.405211e-05,8.850051e-05,1.469699e-04,2.457986e-04,6.659311e-04
"485","Phenanthrene","PIEHIRES_OUT",0.000000e+00,8.000000e+00,3.405211e-05,8.850051e-05,1.469699e-04,2.457986e-04,6.659311e-04
"486","Prometon","PIEHIRES_OUT",7.000000e+00,1.500000e+01,8.172506e-06,2.124012e-05,3.527277e-05,5.899165e-05,1.598235e-04
"487","Pyrene","PIEHIRES_OUT",0.000000e+00,8.000000e+00,3.405211e-05,8.850051e-05,1.469699e-04,2.457986e-04,6.659311e-04
"488","Surfactants","PIEHIRES_OUT",0.000000e+00,8.000000e+00,2.724169e-02,1.042746e-01,1.469699e-01,2.381325e-01,7.325242e-01
"489","Total Benzofluoranthenes","PIEHIRES_OUT",0.000000e+00,8.000000e+00,3.405211e-05,8.850051e-05,1.469699e-04,2.457986e-04,6.659311e-04
"490","Total Kjeldahl Nitrogen","PIEHIRES_OUT",0.000000e+00,8.000000e+00,1.702605e-01,4.425025e-01,7.348493e-01,1.228993e+00,7.325242e+00
"491","Total PAH","PIEHIRES_OUT",0.000000e+00,8.000000e+00,3.405211e-05,1.018431e-04,1.469699e-04,2.457986e-04,6.792497e-04
"492","Total Phosphorus","PIEHIRES_OUT",7.000000e+00,2.300000e+01,3.064690e-03,2.530857e-02,4.304929e-02,7.839830e-02,4.661518e-01
"493","Total Phthalate","PIEHIRES_OUT",0.000000e+00,8.000000e+00,4.597035e-04,4.182875e-03,5.801841e-03,8.061708e-03,2.396586e-02
"494","Total Suspended Solids","PIEHIRES_OUT",7.000000e+00,1.500000e+01,4.086253e-01,3.705334e+00,8.304745e+00,2.896454e+01,1.331862e+02
"495","Total TPHDx","PIEHIRES_OUT",1.000000e+01,1.300000e+01,6.522408e-01,1.420963e+00,2.189686e+00,2.759671e+00,3.329655e+00
"496","Triclopyr","PIEHIRES_OUT",7.000000e+00,1.500000e+01,2.724169e-05,7.080041e-05,1.175759e-04,1.966388e-04,5.327449e-04
"497","Zinc","PIEHIRES_OUT",0.000000e+00,8.000000e+00,4.767295e-04,7.129300e-03,1.385088e-02,1.706256e-02,3.462842e-02
"498","Zinc dissolved","PIEHIRES_OUT",0.000000e+00,8.000000e+00,2.043127e-04,2.028844e-03,2.830176e-03,3.484857e-03,2.463945e-02
"499","1-Methylnaphthalene","PIELORES_OUT",0.000000e+00,1.400000e+01,2.952463e-05,1.518804e-04,3.245668e-04,3.911864e-04,4.110896e-04
"500","2-Methylnaphthalene","PIELORES_OUT",0.000000e+00,1.400000e+01,2.952463e-05,1.518804e-04,3.245668e-04,3.911864e-04,4.110896e-04
"501","2,4-D","PIELORES_OUT",8.000000e+00,2.200000e+01,2.361971e-05,1.215043e-04,2.596534e-04,3.129492e-04,3.288717e-04
"502","Acenaphthene","PIELORES_OUT",0.000000e+00,1.400000e+01,2.952463e-05,1.518804e-04,3.245668e-04,3.911864e-04,4.110896e-04
"503","Acenaphthylene","PIELORES_OUT",0.000000e+00,1.400000e+01,2.952463e-05,1.518804e-04,3.245668e-04,3.911864e-04,4.110896e-04
"504","Anthracene","PIELORES_OUT",0.000000e+00,1.400000e+01,2.952463e-05,1.518804e-04,3.245668e-04,3.911864e-04,4.110896e-04
"505","Benz(a)anthracene","PIELORES_OUT",0.000000e+00,1.400000e+01,2.952463e-05,1.518804e-04,3.245668e-04,3.911864e-04,4.110896e-04
"506","Benzo(a)pyrene","PIELORES_OUT",0.000000e+00,1.400000e+01,2.952463e-05,1.518804e-04,3.245668e-04,3.911864e-04,4.110896e-04
"507","Benzo(b)fluoranthene","PIELORES_OUT",0.000000e+00,1.400000e+01,2.952463e-05,1.518804e-04,3.245668e-04,3.911864e-04,4.110896e-04
"508","Benzo(g,h,i)perylene","PIELORES_OUT",0.000000e+00,1.400000e+01,2.952463e-05,1.518804e-04,3.245668e-04,3.911864e-04,4.110896e-04
"509","Benzo(k)fluoranthene","PIELORES_OUT",0.000000e+00,1.400000e+01,2.952463e-05,1.518804e-04,3.245668e-04,3.911864e-04,4.110896e-04
"510","Bis(2-ethylhexyl) phthalate","PIELORES_OUT",0.000000e+00,1.400000e+01,3.424858e-04,4.057473e-03,6.451605e-03,1.363806e-02,2.985860e-02
"511","Butyl benzyl phthalate","PIELORES_OUT",0.000000e+00,1.400000e+01,2.952463e-04,1.518804e-03,3.245668e-03,3.911864e-03,4.110896e-03
"512","Cadmium","PIELORES_OUT",0.000000e+00,1.500000e+01,8.857390e-06,1.697910e-04,2.411725e-04,3.070792e-04,1.694432e-03
"513","Cadmium dissolved","PIELORES_OUT",0.000000e+00,1.500000e+01,5.904927e-06,5.516444e-05,7.920641e-05,1.815528e-04,4.306097e-04
"514","Chloride","PIELORES_OUT",0.000000e+00,1.500000e+01,2.509594e+00,1.062802e+01,3.034860e+01,4.304059e+01,7.032031e+01
"515","Chlorpyrifos","PIELORES_OUT",8.000000e+00,2.200000e+01,7.085912e-06,3.645130e-05,7.789603e-05,9.388475e-05,9.866150e-05
"516","Chrysene","PIELORES_OUT",0.000000e+00,1.400000e+01,2.952463e-05,1.518804e-04,3.245668e-04,3.911864e-04,4.110896e-04
"517","Copper","PIELORES_OUT",8.000000e+00,2.300000e+01,3.838202e-04,2.572204e-03,3.887578e-03,6.020058e-03,8.787238e-03
"518","Copper dissolved","PIELORES_OUT",0.000000e+00,1.500000e+01,3.542956e-04,1.956769e-03,3.289489e-03,4.521334e-03,9.108738e-03
"519","CPAH","PIELORES_OUT",0.000000e+00,1.400000e+01,2.952463e-05,1.518804e-04,3.245668e-04,3.911864e-04,4.110896e-04
"520","Di-N-Octyl Phthalate","PIELORES_OUT",0.000000e+00,1.400000e+01,2.952463e-04,1.518804e-03,3.245668e-03,3.911864e-03,4.110896e-03
"521","Diazinon","PIELORES_OUT",8.000000e+00,2.200000e+01,7.085912e-06,3.645130e-05,7.789603e-05,9.388475e-05,9.866150e-05
"522","Dibenzo(a,h)anthracene","PIELORES_OUT",0.000000e+00,1.400000e+01,2.952463e-05,1.518804e-04,3.245668e-04,3.911864e-04,4.110896e-04
"523","Dibutyl phthalate","PIELORES_OUT",0.000000e+00,1.400000e+01,2.952463e-04,1.518804e-03,3.253230e-03,4.004736e-03,6.056543e-03
"524","Dichlobenil","PIELORES_OUT",8.000000e+00,2.200000e+01,7.085912e-06,3.645130e-05,7.807752e-05,9.611367e-05,1.295330e-04
"525","Diesel Range Organics","PIELORES_OUT",8.000000e+00,1.800000e+01,7.938641e-02,1.445560e-01,2.422508e-01,3.703876e-01,4.019541e-01
"526","Diethyl phthalate","PIELORES_OUT",0.000000e+00,1.400000e+01,2.952463e-04,1.518804e-03,3.245668e-03,3.911864e-03,4.110896e-03
"527","Dimethyl phthalate","PIELORES_OUT",0.000000e+00,1.400000e+01,2.952463e-04,1.518804e-03,3.245668e-03,3.911864e-03,4.110896e-03
"528","Fluoranthene","PIELORES_OUT",0.000000e+00,1.400000e+01,2.952463e-05,1.518804e-04,3.245668e-04,3.911864e-04,4.110896e-04
"529","Fluorene","PIELORES_OUT",0.000000e+00,1.400000e+01,2.952463e-05,1.518804e-04,3.245668e-04,3.911864e-04,4.110896e-04
"530","Gasoline Range Organics","PIELORES_OUT",8.000000e+00,1.800000e+01,3.969320e-02,7.227799e-02,1.211254e-01,1.851938e-01,2.009771e-01
"531","Hardness as CaCO3","PIELORES_OUT",0.000000e+00,1.500000e+01,1.018600e+01,4.792389e+01,6.757622e+01,1.376477e+02,1.833629e+02
"532","Heavy Fuel Oil","PIELORES_OUT",8.000000e+00,1.800000e+01,3.969320e-01,7.227800e-01,1.211254e+00,1.851938e+00,2.009771e+00
"533","HPAH","PIELORES_OUT",0.000000e+00,1.400000e+01,2.952463e-05,1.518804e-04,3.245668e-04,3.911864e-04,4.110896e-04
