"","parameter","location","x.NAs","x.count","x.quant.0%","x.quant.25%","x.quant.50%","x.quant.75%","x.quant.100%"
"1060","Cadmium dissolved","SNO_LDR",6.000000e+00,4.600000e+01,2.055800e-06,1.038136e-05,3.259972e-05,7.914758e-05,1.016835e-03
"1061","Calcium","SNO_LDR",6.000000e+00,4.600000e+01,4.933919e-01,4.280736e+00,7.372222e+00,1.489748e+01,8.715911e+01
"1062","Chloride","SNO_LDR",6.000000e+00,4.500000e+01,2.690096e-01,1.059728e+00,3.582075e+00,6.711082e+00,2.876251e+01
"1063","Chlorpyrifos","SNO_LDR",6.000000e+00,4.600000e+01,4.111599e-06,3.188755e-05,7.385163e-05,1.381874e-04,8.715911e-04
"1064","Chrysene","SNO_LDR",6.000000e+00,4.600000e+01,4.111599e-06,3.788292e-05,7.561435e-05,1.449877e-04,1.743182e-03
"1065","Copper","SNO_LDR",6.000000e+00,4.300000e+01,1.928340e-04,1.181422e-03,2.008146e-03,3.294886e-03,3.486364e-02
"1066","Copper dissolved","SNO_LDR",4.000000e+00,3.300000e+01,1.282819e-04,6.456230e-04,1.105103e-03,2.229948e-03,1.403262e-02
"1067","CPAH","SNO_LDR",7.000000e+00,4.600000e+01,4.111599e-06,3.600906e-05,7.951357e-05,1.762692e-04,1.133068e-02
"1068","Di-N-Octyl Phthalate","SNO_LDR",6.000000e+00,4.600000e+01,2.055800e-05,2.457190e-04,5.838924e-04,1.381874e-03,8.715911e-03
"1069","Diazinon","SNO_LDR",6.000000e+00,4.600000e+01,4.111599e-06,3.188755e-05,7.385163e-05,1.381874e-04,8.715911e-04
"1070","Dibenzo(a,h)anthracene","SNO_LDR",6.000000e+00,4.600000e+01,4.111599e-06,3.788292e-05,7.785704e-05,1.449877e-04,3.486364e-03
"1071","Dibutyl phthalate","SNO_LDR",6.000000e+00,4.600000e+01,2.055800e-05,2.457190e-04,5.327806e-04,1.381874e-03,8.715911e-03
"1072","Dichlobenil","SNO_LDR",6.000000e+00,4.600000e+01,1.080569e-05,7.128046e-05,1.565494e-04,3.722781e-04,1.346974e-03
"1073","Diesel Range Organics","SNO_LDR",1.700000e+01,4.600000e+01,2.004829e-02,6.758781e-02,8.423682e-02,1.529107e-01,1.716406e+00
"1074","Diethyl phthalate","SNO_LDR",6.000000e+00,4.600000e+01,2.055800e-05,2.457190e-04,5.327806e-04,1.381874e-03,8.715911e-03
"1075","Dimethyl phthalate","SNO_LDR",6.000000e+00,4.600000e+01,2.055800e-05,2.457190e-04,5.327806e-04,1.381874e-03,8.715911e-03
"1076","Ethylbenzene","SNO_LDR",1.700000e+01,4.600000e+01,4.111599e-05,3.226133e-04,7.620051e-04,1.449877e-03,8.715911e-03
"1077","Fluoranthene","SNO_LDR",6.000000e+00,4.600000e+01,4.111599e-06,3.188755e-05,7.561435e-05,1.449877e-04,8.715911e-04
"1078","Fluorene","SNO_LDR",6.000000e+00,4.600000e+01,4.111599e-06,3.188755e-05,7.385163e-05,1.381874e-04,8.715911e-04
"1079","Gasoline Range Organics","SNO_LDR",1.700000e+01,4.600000e+01,4.111599e-03,3.226133e-02,7.620051e-02,1.449877e-01,8.715911e-01
"1080","Hardness as CaCO3","SNO_LDR",6.000000e+00,4.600000e+01,1.850220e+00,1.367328e+01,2.332398e+01,4.820840e+01,2.789092e+02
"1081","Heavy Fuel Oil","SNO_LDR",1.600000e+01,4.500000e+01,2.631424e-02,1.202275e-01,1.599843e-01,2.464791e-01,1.092258e+00
"1082","HPAH","SNO_LDR",7.000000e+00,4.600000e+01,4.111599e-06,3.600906e-05,7.951357e-05,1.931907e-04,1.307387e-02
"1083","Indeno(1,2,3-cd)pyrene","SNO_LDR",6.000000e+00,4.600000e+01,4.111599e-06,3.344745e-05,7.785704e-05,1.535167e-04,1.743182e-03
"1084","Lead","SNO_LDR",6.000000e+00,4.500000e+01,1.315712e-05,1.355583e-04,3.180543e-04,7.910022e-04,1.075076e-02
"1085","Lead dissolved","SNO_LDR",6.000000e+00,4.000000e+01,5.402845e-06,2.246896e-05,4.537048e-05,1.136212e-04,2.501180e-03
"1086","LPAH","SNO_LDR",7.000000e+00,4.600000e+01,4.111599e-06,3.526150e-05,7.620051e-05,1.404542e-04,8.715911e-04
"1087","Magnesium","SNO_LDR",6.000000e+00,4.500000e+01,1.521292e-01,7.567098e-01,1.225931e+00,2.758446e+00,1.394546e+01
"1088","Malathion","SNO_LDR",6.000000e+00,4.600000e+01,4.111599e-06,3.188755e-05,7.385163e-05,1.381874e-04,8.715911e-04
"1089","Mecoprop","SNO_LDR",6.000000e+00,4.600000e+01,1.472474e-04,2.000582e-03,3.607914e-03,7.249384e-03,4.357956e-02
"1090","Mercury","SNO_LDR",2.000000e+00,7.000000e+00,1.472474e-05,1.665028e-05,3.975679e-05,6.371280e-05,1.097729e+00
"1091","Mercury dissolved","SNO_LDR",2.000000e+00,6.000000e+00,2.944947e-05,3.233779e-05,4.850668e-05,6.766299e-05,7.951357e-05
"1092","Naphthalene","SNO_LDR",6.000000e+00,4.500000e+01,4.111599e-06,3.526150e-05,7.502819e-05,1.353090e-04,8.715911e-04
"1093","Nitrite-Nitrate","SNO_LDR",6.000000e+00,4.500000e+01,2.055800e-02,2.177124e-01,9.984504e-01,2.450500e+00,3.486364e+01
"1094","Ortho-phosphate dissolved","SNO_LDR",6.000000e+00,4.500000e+01,3.582075e-03,1.429002e-02,2.862489e-02,4.873978e-02,5.926820e-01
"1095","Pentachlorophenol","SNO_LDR",6.000000e+00,4.600000e+01,4.111599e-06,7.188078e-05,3.617896e-04,1.381874e-03,8.715911e-03
"1096","Phenanthrene","SNO_LDR",6.000000e+00,4.600000e+01,4.111599e-06,3.188755e-05,7.385163e-05,1.381874e-04,8.715911e-04
"1097","Prometon","SNO_LDR",6.000000e+00,4.600000e+01,1.080569e-05,7.116295e-05,1.263991e-04,2.618030e-04,8.715911e-04
"1098","Pyrene","SNO_LDR",6.000000e+00,4.600000e+01,4.111599e-06,3.188755e-05,7.561435e-05,1.449877e-04,8.715911e-04
"1099","Surfactants","SNO_LDR",6.000000e+00,4.400000e+01,1.027900e-03,1.017281e-02,2.581076e-02,4.604312e-02,2.178978e-01
"1100","Toluene","SNO_LDR",1.700000e+01,4.600000e+01,4.111599e-05,3.226133e-04,7.620051e-04,1.449877e-03,8.715911e-03
"1101","Total Benzofluoranthenes","SNO_LDR",7.000000e+00,4.600000e+01,4.111599e-06,3.151377e-05,7.502819e-05,1.404542e-04,4.357956e-03
"1102","Total Kjeldahl Nitrogen","SNO_LDR",6.000000e+00,4.400000e+01,7.019735e-03,1.232939e-01,2.280185e-01,6.515849e-01,1.446841e+01
"1103","Total PAH","SNO_LDR",7.000000e+00,4.600000e+01,4.111599e-06,4.601480e-05,9.447759e-05,1.953859e-04,1.307387e-02
"1104","Total Phosphorus","SNO_LDR",6.000000e+00,4.500000e+01,6.044051e-03,2.928246e-02,4.922593e-02,9.236643e-02,1.359682e+00
"1105","Total Phthalate","SNO_LDR",7.000000e+00,4.600000e+01,2.055800e-05,2.316643e-04,6.734868e-04,1.404542e-03,8.715911e-03
"1106","Total Suspended Solids","SNO_LDR",6.000000e+00,3.800000e+01,4.211841e-01,2.319500e+00,7.848383e+00,2.272423e+01,4.876153e+02
"1107","Total TPHDx","SNO_LDR",1.700000e+01,4.600000e+01,4.009659e-02,1.544342e-01,2.215167e-01,5.139499e-01,2.808664e+00
"1108","Total Xylenes","SNO_LDR",1.700000e+01,4.600000e+01,4.111599e-05,3.226133e-04,7.620051e-04,1.449877e-03,8.715911e-03
"1109","Triclopyr","SNO_LDR",6.000000e+00,4.600000e+01,2.055800e-06,1.894146e-05,3.780718e-05,7.249384e-05,4.357956e-04
"1110","Zinc","SNO_LDR",6.000000e+00,4.300000e+01,3.457481e-03,1.033744e-02,2.625924e-02,4.440074e-02,7.861752e-01
"1111","Zinc dissolved","SNO_LDR",3.000000e+00,3.600000e+01,8.881055e-04,8.866358e-03,1.368222e-02,3.248503e-02,4.863478e-01
"1112","2-Methylnaphthalene","TAC001S8D_OF235",0.000000e+00,4.200000e+01,2.956274e-06,1.178866e-05,2.360135e-05,4.513272e-05,4.878786e-04
"1113","2,4-D","TAC001S8D_OF235",0.000000e+00,2.800000e+01,1.610532e-04,4.212238e-04,1.578642e-03,3.844036e-03,8.987299e-03
"1114","Acenaphthene","TAC001S8D_OF235",0.000000e+00,4.200000e+01,2.197270e-06,1.102810e-05,1.724068e-05,3.148218e-05,1.201417e-04
"1115","Acenaphthylene","TAC001S8D_OF235",0.000000e+00,4.200000e+01,2.746588e-06,9.271740e-06,1.478785e-05,2.693162e-05,1.373048e-04
"1116","Anthracene","TAC001S8D_OF235",0.000000e+00,4.200000e+01,3.295906e-06,1.178439e-05,2.027331e-05,3.901478e-05,1.201417e-04
"1117","Benz(a)anthracene","TAC001S8D_OF235",0.000000e+00,4.200000e+01,1.970849e-06,1.071767e-05,2.014316e-05,4.200814e-05,3.723962e-04
"1118","Benzo(a)pyrene","TAC001S8D_OF235",0.000000e+00,4.200000e+01,3.941699e-06,1.406015e-05,2.373959e-05,4.564335e-05,3.753994e-04
"1119","Benzo(b,k)fluoranthene","TAC001S8D_OF235",0.000000e+00,4.200000e+01,5.493176e-06,3.200436e-05,5.274532e-05,1.276542e-04,9.460064e-04
"1120","Benzo(g,h,i)perylene","TAC001S8D_OF235",0.000000e+00,4.200000e+01,4.394541e-06,1.842189e-05,3.573240e-05,8.080482e-05,4.264537e-04
"1121","Bis(2-ethylhexyl) phthalate","TAC001S8D_OF235",0.000000e+00,4.200000e+01,7.095057e-04,1.908541e-03,4.097256e-03,6.710448e-03,2.378408e-02
"1122","Butyl benzyl phthalate","TAC001S8D_OF235",0.000000e+00,4.200000e+01,2.316314e-04,5.041063e-04,1.049041e-03,2.153709e-03,5.712886e-03
"1123","Cadmium","TAC001S8D_OF235",0.000000e+00,4.200000e+01,6.262221e-05,3.471681e-04,6.159018e-04,1.149513e-03,2.997639e-03
"1124","Cadmium dissolved","TAC001S8D_OF235",0.000000e+00,4.200000e+01,3.625496e-05,1.485216e-04,2.427284e-04,3.832707e-04,1.853051e-03
"1125","Chloride","TAC001S8D_OF235",0.000000e+00,2.300000e+01,3.115443e+00,1.052075e+01,1.695781e+01,2.729493e+01,3.128991e+02
"1126","Chlorpyrifos","TAC001S8D_OF235",0.000000e+00,4.200000e+01,5.493176e-06,2.233407e-05,3.743764e-05,6.807012e-05,2.231203e-04
"1127","Chrysene","TAC001S8D_OF235",0.000000e+00,4.200000e+01,4.645595e-06,2.507941e-05,4.039014e-05,1.086474e-04,6.126518e-04
"1128","Copper","TAC001S8D_OF235",0.000000e+00,4.200000e+01,1.636966e-02,4.740062e-02,7.201956e-02,1.837239e-01,3.123323e-01
"1129","Copper dissolved","TAC001S8D_OF235",0.000000e+00,4.200000e+01,9.854246e-03,2.014717e-02,2.607524e-02,4.828239e-02,1.282361e-01
"1130","CPAH","TAC001S8D_OF235",3.000000e+00,4.200000e+01,7.985168e-06,4.529004e-05,1.111010e-04,2.628626e-04,2.708882e-03
"1131","Di-N-Octyl Phthalate","TAC001S8D_OF235",0.000000e+00,4.200000e+01,6.399891e-05,1.522817e-04,3.667868e-04,7.052498e-04,3.804515e-03
"1132","Diazinon","TAC001S8D_OF235",0.000000e+00,4.200000e+01,3.295906e-06,1.597762e-05,3.092195e-05,5.718670e-05,1.945704e-04
"1133","Dibenzo(a,h)anthracene","TAC001S8D_OF235",0.000000e+00,4.200000e+01,2.746588e-06,9.226498e-06,1.480779e-05,2.900473e-05,9.610224e-05
"1134","Dibutyl phthalate","TAC001S8D_OF235",0.000000e+00,4.200000e+01,2.200499e-04,4.909949e-04,7.902340e-04,1.141592e-03,5.384697e-03
"1135","Dichlobenil","TAC001S8D_OF235",0.000000e+00,4.100000e+01,6.591811e-06,8.108626e-05,1.531728e-04,3.815065e-04,3.397656e-03
"1136","Diesel Range Organics","TAC001S8D_OF235",1.000000e+01,2.000000e+01,9.291191e-02,1.379768e-01,2.900929e-01,4.635222e-01,5.759637e-01
"1137","Diethyl phthalate","TAC001S8D_OF235",0.000000e+00,4.200000e+01,1.796269e-04,4.181667e-04,6.579168e-04,1.507719e-03,6.195880e-03
"1138","Dimethyl phthalate","TAC001S8D_OF235",0.000000e+00,4.200000e+01,3.054816e-05,1.971610e-04,3.782960e-04,9.665856e-04,6.539142e-03
"1139","Fluoranthene","TAC001S8D_OF235",0.000000e+00,4.200000e+01,1.098635e-05,5.806932e-05,1.037206e-04,2.395104e-04,1.153227e-03
"1140","Fluorene","TAC001S8D_OF235",0.000000e+00,4.200000e+01,2.746588e-06,1.085633e-05,1.885644e-05,3.278148e-05,1.029786e-04
"1141","Gasoline Range Organics","TAC001S8D_OF235",1.000000e+01,2.000000e+01,1.916440e-02,4.807768e-02,7.051815e-02,8.443199e-02,1.928769e-01
"1142","Hardness as CaCO3","TAC001S8D_OF235",0.000000e+00,4.200000e+01,1.582035e+01,5.591425e+01,9.397631e+01,1.467560e+02,3.690067e+02
"1143","Heavy Fuel Oil","TAC001S8D_OF235",1.000000e+01,2.000000e+01,8.639456e-01,1.093103e+00,1.349896e+00,2.640959e+00,6.441364e+00
"1144","HPAH","TAC001S8D_OF235",3.000000e+00,4.200000e+01,3.680428e-05,2.241109e-04,3.357572e-04,8.192617e-04,5.243578e-03
"1145","Indeno(1,2,3-cd)pyrene","TAC001S8D_OF235",0.000000e+00,4.200000e+01,2.746588e-06,1.264602e-05,2.111925e-05,4.721543e-05,3.063259e-04
"1146","Lead","TAC001S8D_OF235",0.000000e+00,4.200000e+01,2.664190e-02,7.221874e-02,1.239088e-01,2.952533e-01,4.902765e-01
"1147","Lead dissolved","TAC001S8D_OF235",0.000000e+00,4.200000e+01,8.350230e-04,6.812651e-03,1.425657e-02,2.837874e-02,1.135638e-01
"1148","LPAH","TAC001S8D_OF235",3.000000e+00,4.200000e+01,7.690446e-06,5.619409e-05,1.051699e-04,1.889775e-04,8.678610e-04
"1149","Malathion","TAC001S8D_OF235",0.000000e+00,4.200000e+01,1.064689e-05,2.725588e-05,4.597574e-05,9.237860e-05,2.746096e-04
"1150","Mecoprop","TAC001S8D_OF235",0.000000e+00,2.900000e+01,8.589505e-05,2.230865e-04,9.333217e-04,2.985529e-03,7.319553e-03
"1151","Mercury","TAC001S8D_OF235",0.000000e+00,4.200000e+01,2.746588e-05,7.934394e-05,1.444532e-04,3.193923e-04,8.581551e-04
"1152","Mercury dissolved","TAC001S8D_OF235",0.000000e+00,4.200000e+01,2.746588e-05,7.510535e-05,1.279679e-04,2.340132e-04,8.581551e-04
"1153","Naphthalene","TAC001S8D_OF235",0.000000e+00,4.100000e+01,3.941699e-06,1.694760e-05,3.355898e-05,6.052716e-05,3.565267e-04
"1154","Nitrite-Nitrate","TAC001S8D_OF235",0.000000e+00,2.400000e+01,9.587341e-02,7.945398e-01,1.250178e+00,1.715686e+00,5.238999e+00
"1155","Ortho-phosphate dissolved","TAC001S8D_OF235",0.000000e+00,2.500000e+01,1.492765e-02,4.319728e-02,8.983505e-02,1.499126e-01,2.659129e-01
"1156","Pentachlorophenol","TAC001S8D_OF235",0.000000e+00,2.900000e+01,1.331737e-04,6.971455e-04,1.184391e-03,3.721677e-03,7.226900e-03
"1157","Phenanthrene","TAC001S8D_OF235",0.000000e+00,4.200000e+01,7.690446e-06,3.463197e-05,6.332755e-05,1.045392e-04,5.946326e-04
"1158","Prometon","TAC001S8D_OF235",0.000000e+00,3.900000e+01,1.043703e-05,1.025142e-04,1.821938e-04,3.177371e-04,1.321559e-03
"1159","Pyrene","TAC001S8D_OF235",0.000000e+00,4.200000e+01,1.043703e-05,6.008117e-05,1.183664e-04,2.469817e-04,9.992129e-04
"1160","Surfactants","TAC001S8D_OF235",0.000000e+00,3.100000e+01,8.228571e-02,1.548358e-01,2.293661e-01,3.388187e-01,1.347188e+00
"1161","Total Benzofluoranthenes","TAC001S8D_OF235",3.000000e+00,4.200000e+01,5.493176e-06,2.863092e-05,5.050947e-05,1.211548e-04,9.460064e-04
"1162","Total Kjeldahl Nitrogen","TAC001S8D_OF235",0.000000e+00,2.500000e+01,1.407342e-01,1.789480e+00,4.276908e+00,6.514302e+00,1.304396e+01
"1163","Total PAH","TAC001S8D_OF235",3.000000e+00,4.200000e+01,4.449473e-05,2.912659e-04,4.535947e-04,9.749927e-04,6.081470e-03
"1164","Total Phosphorus","TAC001S8D_OF235",0.000000e+00,2.200000e+01,4.412579e-02,2.192294e-01,5.251778e-01,8.304712e-01,1.510353e+00
"1165","Total Phthalate","TAC001S8D_OF235",3.000000e+00,4.200000e+01,1.225528e-03,2.845128e-03,4.895975e-03,8.872170e-03,2.758860e-02
"1166","Total Suspended Solids","TAC001S8D_OF235",0.000000e+00,3.800000e+01,1.607941e+01,5.742155e+01,1.212337e+02,2.917596e+02,8.530062e+02
"1167","Total TPHDx","TAC001S8D_OF235",1.000000e+01,2.100000e+01,1.761163e-01,9.568540e-01,1.341180e+00,2.493337e+00,6.441364e+00
"1168","Triclopyr","TAC001S8D_OF235",0.000000e+00,2.800000e+01,1.395795e-04,4.293367e-04,1.388608e-03,3.284889e-03,9.265257e-03
"1169","Zinc","TAC001S8D_OF235",0.000000e+00,4.200000e+01,7.792407e-02,1.519891e-01,2.344000e-01,5.498246e-01,1.192287e+00
"1170","Zinc dissolved","TAC001S8D_OF235",0.000000e+00,4.200000e+01,2.966315e-02,6.012619e-02,8.929338e-02,1.871669e-01,5.153324e-01
"1171","2-Methylnaphthalene","TAC003S8D_OF245",0.000000e+00,3.200000e+01,1.321828e-06,2.726144e-06,5.065592e-06,8.186571e-06,3.125325e-05
"1172","2,4-D","TAC003S8D_OF245",0.000000e+00,2.300000e+01,2.774290e-05,8.497147e-05,5.685730e-04,1.112928e-03,2.076528e-03
"1173","Acenaphthene","TAC003S8D_OF245",0.000000e+00,3.200000e+01,1.852938e-06,3.921105e-06,6.264186e-06,9.457804e-06,2.163687e-05
"1174","Acenaphthylene","TAC003S8D_OF245",0.000000e+00,3.200000e+01,7.930969e-07,2.810214e-06,4.779876e-06,6.715737e-06,1.732705e-05
"1175","Anthracene","TAC003S8D_OF245",0.000000e+00,3.200000e+01,1.393187e-06,3.119723e-06,4.384007e-06,6.402428e-06,1.923277e-05
"1176","Benz(a)anthracene","TAC003S8D_OF245",0.000000e+00,3.200000e+01,6.965933e-07,1.893792e-06,4.509465e-06,6.897563e-06,3.125325e-05
"1177","Benzo(a)pyrene","TAC003S8D_OF245",0.000000e+00,3.200000e+01,1.393187e-06,3.787584e-06,5.663204e-06,6.774086e-06,2.644506e-05
"1178","Benzo(b,k)fluoranthene","TAC003S8D_OF245",0.000000e+00,3.200000e+01,1.044890e-06,5.577660e-06,9.786286e-06,1.494915e-05,7.212289e-05
"1179","Benzo(g,h,i)perylene","TAC003S8D_OF245",0.000000e+00,3.200000e+01,1.321828e-06,2.800553e-06,5.719144e-06,1.098301e-05,5.529422e-05
"1180","Bis(2-ethylhexyl) phthalate","TAC003S8D_OF245",0.000000e+00,3.100000e+01,1.077351e-04,3.871719e-04,6.092360e-04,8.767689e-04,4.340965e-03
"1181","Butyl benzyl phthalate","TAC003S8D_OF245",0.000000e+00,3.200000e+01,5.049384e-05,1.165057e-04,2.103372e-04,3.443244e-04,7.028720e-04
"1182","Cadmium","TAC003S8D_OF245",0.000000e+00,3.300000e+01,4.856846e-05,1.053528e-04,2.219522e-04,3.805778e-04,2.423695e-03
"1183","Cadmium dissolved","TAC003S8D_OF245",0.000000e+00,3.300000e+01,1.356873e-05,4.815731e-05,9.235790e-05,1.585741e-04,1.860513e-03
"1184","Chloride","TAC003S8D_OF245",0.000000e+00,1.800000e+01,4.433430e+00,2.009891e+01,2.777963e+01,7.561752e+01,2.038640e+02
"1185","Chlorpyrifos","TAC003S8D_OF245",0.000000e+00,3.200000e+01,1.586194e-06,4.928123e-06,1.065278e-05,1.696035e-05,4.327373e-05
"1186","Chrysene","TAC003S8D_OF245",0.000000e+00,3.200000e+01,7.941163e-07,1.861178e-06,4.797107e-06,9.933180e-06,6.250650e-05
"1187","Copper","TAC003S8D_OF245",0.000000e+00,3.300000e+01,2.003608e-03,5.056126e-03,1.018071e-02,1.823602e-02,3.310362e-02
"1188","Copper dissolved","TAC003S8D_OF245",0.000000e+00,3.200000e+01,4.197431e-04,1.469982e-03,2.909829e-03,3.919523e-03,9.919038e-03
"1189","CPAH","TAC003S8D_OF245",1.000000e+00,3.200000e+01,2.438076e-06,5.122768e-06,9.660559e-06,2.948345e-05,2.139646e-04
"1190","Di-N-Octyl Phthalate","TAC003S8D_OF245",0.000000e+00,3.200000e+01,1.900489e-05,4.674642e-05,8.416288e-05,1.756704e-04,7.921528e-04
"1191","Diazinon","TAC003S8D_OF245",0.000000e+00,3.200000e+01,1.321828e-06,4.103812e-06,7.298938e-06,1.394197e-05,5.048602e-05
"1192","Dibenzo(a,h)anthracene","TAC003S8D_OF245",0.000000e+00,3.200000e+01,9.049950e-07,2.150583e-06,3.601031e-06,6.595691e-06,1.682867e-05
"1193","Dibutyl phthalate","TAC003S8D_OF245",0.000000e+00,3.200000e+01,9.019738e-05,1.573294e-04,2.442471e-04,4.025152e-04,8.254220e-04
"1194","Dichlobenil","TAC003S8D_OF245",0.000000e+00,3.100000e+01,4.524975e-06,1.318761e-05,1.880802e-05,2.851219e-05,8.509482e-05
"1195","Diesel Range Organics","TAC003S8D_OF245",6.000000e+00,1.900000e+01,1.800948e-02,4.426397e-02,7.656863e-02,8.435575e-02,3.290412e-01
"1196","Diethyl phthalate","TAC003S8D_OF245",0.000000e+00,3.200000e+01,4.071231e-05,1.185575e-04,1.426770e-04,2.584694e-04,5.218517e-04
"1197","Dimethyl phthalate","TAC003S8D_OF245",0.000000e+00,3.200000e+01,1.079720e-05,5.407967e-05,9.412726e-05,1.799460e-04,5.507632e-04
"1198","Fluoranthene","TAC003S8D_OF245",0.000000e+00,3.200000e+01,1.323527e-06,5.271172e-06,1.197899e-05,2.668505e-05,1.202048e-04
"1199","Fluorene","TAC003S8D_OF245",0.000000e+00,3.200000e+01,1.044890e-06,3.585607e-06,6.255040e-06,8.495040e-06,2.644506e-05
"1200","Gasoline Range Organics","TAC003S8D_OF245",7.000000e+00,2.000000e+01,5.075820e-03,1.230931e-02,1.468705e-02,2.961371e-02,6.184389e-02
"1201","Hardness as CaCO3","TAC003S8D_OF245",0.000000e+00,3.300000e+01,1.164121e+01,2.327046e+01,3.104510e+01,4.952070e+01,1.075472e+02
"1202","Heavy Fuel Oil","TAC003S8D_OF245",6.000000e+00,1.900000e+01,3.454496e-02,7.033893e-02,1.851607e-01,2.343215e-01,4.935618e-01
"1203","HPAH","TAC003S8D_OF245",1.000000e+00,3.200000e+01,3.176465e-06,1.246222e-05,3.218184e-05,9.253647e-05,5.385176e-04
"1204","Indeno(1,2,3-cd)pyrene","TAC003S8D_OF245",0.000000e+00,3.200000e+01,1.057463e-06,2.457190e-06,3.908392e-06,6.595691e-06,2.163687e-05
"1205","Lead","TAC003S8D_OF245",0.000000e+00,3.300000e+01,1.006876e-03,1.946531e-03,4.939486e-03,9.532767e-03,2.235910e-02
"1206","Lead dissolved","TAC003S8D_OF245",0.000000e+00,3.300000e+01,2.789833e-05,1.343990e-04,1.852202e-04,2.847778e-04,3.853350e-03
"1207","LPAH","TAC003S8D_OF245",1.000000e+00,3.200000e+01,4.207920e-06,1.464273e-05,3.361770e-05,5.391029e-05,2.788752e-04
"1208","Malathion","TAC003S8D_OF245",0.000000e+00,3.200000e+01,2.114925e-06,6.615229e-06,1.202643e-05,2.075522e-05,4.567783e-05
"1209","Mecoprop","TAC003S8D_OF245",0.000000e+00,2.300000e+01,1.507416e-05,5.188278e-05,3.057538e-04,7.930261e-04,1.691193e-03
"1210","Mercury","TAC003S8D_OF245",0.000000e+00,3.300000e+01,6.340530e-06,1.900199e-05,3.166668e-05,5.252766e-05,1.202048e-04
"1211","Mercury dissolved","TAC003S8D_OF245",0.000000e+00,3.300000e+01,6.340530e-06,1.900199e-05,3.161712e-05,5.171497e-05,1.202048e-04
"1212","Naphthalene","TAC003S8D_OF245",0.000000e+00,3.100000e+01,2.446031e-06,4.777189e-06,1.113700e-05,1.662450e-05,7.212289e-05
"1213","Nitrite-Nitrate","TAC003S8D_OF245",0.000000e+00,2.000000e+01,2.568332e-02,9.659365e-02,1.459476e-01,1.947904e-01,1.405006e+00
"1214","Ortho-phosphate dissolved","TAC003S8D_OF245",0.000000e+00,2.200000e+01,3.017047e-03,6.587394e-03,1.385498e-02,2.734019e-02,4.814252e-02
"1215","Pentachlorophenol","TAC003S8D_OF245",0.000000e+00,2.300000e+01,1.570225e-05,8.522066e-05,2.716714e-04,7.829878e-04,1.669785e-03
"1216","Phenanthrene","TAC003S8D_OF245",0.000000e+00,3.200000e+01,3.057538e-06,6.226057e-06,1.581741e-05,2.517689e-05,1.226089e-04
"1217","Prometon","TAC003S8D_OF245",0.000000e+00,3.000000e+01,7.220756e-06,2.700097e-05,6.156780e-05,1.067344e-04,2.981079e-03
"1218","Pyrene","TAC003S8D_OF245",0.000000e+00,3.200000e+01,3.176465e-06,7.002377e-06,1.566551e-05,3.175623e-05,1.490540e-04
"1219","Surfactants","TAC003S8D_OF245",0.000000e+00,2.400000e+01,1.681646e-02,5.230688e-02,7.145988e-02,1.013480e-01,1.971359e-01
"1220","Total Benzofluoranthenes","TAC003S8D_OF245",1.000000e+00,3.200000e+01,1.044890e-06,5.544760e-06,9.660559e-06,1.496118e-05,7.212289e-05
"1221","Total Kjeldahl Nitrogen","TAC003S8D_OF245",0.000000e+00,2.100000e+01,1.117955e-02,4.370188e-01,6.052404e-01,1.046589e+00,3.053202e+00
"1222","Total PAH","TAC003S8D_OF245",1.000000e+00,3.200000e+01,1.375892e-05,2.753272e-05,8.384662e-05,1.344394e-04,8.173927e-04
"1223","Total Phosphorus","TAC003S8D_OF245",0.000000e+00,1.900000e+01,2.935237e-02,7.628532e-02,1.143489e-01,2.257370e-01,4.375455e-01
"1224","Total Phthalate","TAC003S8D_OF245",1.000000e+00,3.200000e+01,1.048910e-04,3.928721e-04,7.167695e-04,1.063264e-03,4.340965e-03
"1225","Total Suspended Solids","TAC003S8D_OF245",0.000000e+00,3.000000e+01,3.054816e+00,1.163191e+01,2.438092e+01,6.073693e+01,1.269363e+02
"1226","Total TPHDx","TAC003S8D_OF245",6.000000e+00,2.000000e+01,4.802529e-02,7.344019e-02,1.589763e-01,2.335950e-01,4.935618e-01
"1227","Triclopyr","TAC003S8D_OF245",0.000000e+00,2.300000e+01,2.449551e-05,7.926730e-05,3.669046e-04,1.003831e-03,2.140750e-03
"1228","Zinc","TAC003S8D_OF245",0.000000e+00,3.200000e+01,1.420279e-02,3.698636e-02,6.948986e-02,1.160554e-01,2.569418e-01
"1229","Zinc dissolved","TAC003S8D_OF245",0.000000e+00,3.200000e+01,4.590544e-03,1.920792e-02,2.979680e-02,5.415139e-02,1.226933e-01
"1230","2-Methylnaphthalene","TFWFD1",0.000000e+00,5.200000e+01,5.846315e-05,1.361214e-04,2.814624e-04,4.834357e-04,2.153575e-02
"1231","2,4-D","TFWFD1",0.000000e+00,3.400000e+01,1.490832e-03,8.299906e-03,2.495422e-02,4.996042e-02,3.186899e-01
"1232","Acenaphthene","TFWFD1",0.000000e+00,5.200000e+01,6.137992e-05,9.780245e-05,1.930186e-04,3.162745e-04,1.409509e-03
"1233","Acenaphthylene","TFWFD1",0.000000e+00,5.200000e+01,3.682795e-05,1.014549e-04,2.116497e-04,3.815395e-04,1.610868e-03
"1234","Anthracene","TFWFD1",0.000000e+00,5.200000e+01,6.137992e-05,1.279781e-04,1.702041e-04,3.889286e-04,1.517571e-03
